Property Id,Property Name,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh)
2704584,DEPM 1470 - 333 East 43rd St,1-01336-0015,1038666,333 East 43rd Street,New York,10017,70,50,85.9,93.4,99.0,12805840.6,13917122.0,5.4,120.7,127.5,139.0,17978829.5,19004617.1,2812224.1,824215.6,808397.9,824215.7
4946149,AKAM - 1270 Fifth Avenue,1-01614-0001,1051578,1270 Fifth Avenue,New York,10029,56,50,83.5,90.8,87.0,17699714.0,19243975.4,4.7,115.9,123.5,120.7,24570194.8,26191669.2,3420282.9,1002427.5,1002427.5,1002428.0
11878620,AKAM - 405 East 73rd Street,1-01468-0005,1076319,405 East 73rd Street,New York,10021,50,50,115.7,115.0,116.3,9275434.9,9214899.8,13.0,200.1,198.0,201.1,16044156.6,15874658.3,3602828.5,1055928.5,1038186.7,1055929.0
15568370,AKAM - 2400 Johnson Avenue,2-05716-0362,2083244,2400 Johnson Avenue,Bronx,10463,41,50,99.7,108.6,94.8,14156935.8,15414125.1,4.4,132.4,140.5,125.9,18794208.7,19947884.9,2245386.3,658085.0,630221.6,658085.1
3112463,DEPM 2692 - 2148 Broadway,1-01167-7502,1088786,2148 Broadway,New York,10023,88,50,48.8,51.1,68.7,13442854.4,14085329.9,9.0,104.9,107.3,147.7,28919030.7,29593629.9,8459447.7,2479322.0,2479322.0,2479322.0
22740715,Storage Garage,4018330215,4610290,127-92 Garage Willets Point Boulevard,Corona,11368,1,50,1133.3,1150.8,33.0,2266600.5,2301611.1,337.3,3173.2,3222.3,92.3,6346481.4,6444511.1,2266600.5,664302.5,674563.6,664302.6
2668287,SW - 33-24 Parsons Blvd,4-04981-0050,4112563,33-24 Parsons Boulevard,Queens,11354,68,50,76.1,80.3,86.0,8191946.2,8643799.0,4.3,106.6,110.0,120.6,11483191.4,11849229.1,1646656.0,482607.2,464451.5,482607.3
11985438,DEPM 1870 - 108 East 86th Street,1-01514-0066,1047946,108 East 86th Street,New York,10028,57,50,92.4,103.8,97.0,5078149.9,5703819.0,4.2,119.1,130.6,125.0,6545020.4,7175457.5,781293.5,228984.0,228984.0,228984.0
2595904,"Tee-Lex Operating, Inc.",1-00892-0020,1018952,288 Lexington Ave.,New York,10016,70,50,89.2,88.9,103.1,5797791.1,5778143.5,4.8,120.0,119.1,138.8,7801734.9,7740699.1,1083916.8,317677.8,310910.8,317677.9
6666494,DEPM 2016 - 444 East 52nd Street,1-01363-0027,1040141,444 East 52nd Street,New York,10022,89,50,57.0,61.5,79.4,4197945.3,4523533.9,3.3,78.3,82.4,108.9,5762370.3,6062449.7,849419.0,248950.4,244227.5,248950.5
6292393,ZARA - Zara Realty Holding Corp.,4-09678-0037,4206804,148-14 90th Ave,Queens,11435,87,50,88.6,91.9,120.3,4383614.4,4546356.0,3.2,112.6,115.8,153.0,5573020.4,5727804.7,554414.5,162489.6,159794.1,162489.6
15568435,zzzzAKAM - 45-16 83rd Street,4-01536-7503,4576571;4616443;4619985,45-16 83rd Street,Queens,11373,77,50,39.3,39.7,48.1,8590315.6,8668031.9,9.1,95.6,96.0,116.9,20890633.7,20972235.8,6783315.6,1988075.8,1988075.8,1988076.0
4951954,AKAM - 245 East 25th Street,1-00906-0024,1019831,245 East 25th Street,New York,10010,63,50,70.6,70.6,77.7,14049982.7,14060285.9,5.0,102.1,102.2,112.4,20326973.9,20337792.2,3418611.5,1001937.6,1001937.6,1001938.0
21294047,AKAM - 305 West 150th Street,1-02046-7501,1060853,305 West 150th Street,New York,10039,70,50,82.3,88.8,95.0,5261332.0,5678499.5,4.4,112.7,119.5,130.1,7206618.9,7644644.7,961268.7,281731.7,281731.7,281731.7
4945511,AKAM - TV3 440 Neptune Avenue,3-07274-0015,3196581,440 Neptune Avenue,Brooklyn,11224,100,50,31.4,30.6,68.0,19605196.0,19113334.7,3.7,56.2,54.0,121.8,35110099.3,33732887.9,8299796.3,2432530.9,2288374.6,2432531.0
6292401,ZARA - 164 -03 LLC,4-09814-0001,4210050,164-03 89th Avenue,Queens,11432,20,50,89.3,93.6,72.5,3830939.2,4014932.1,5.8,128.3,132.8,104.2,5502879.5,5696072.1,845939.1,247930.5,247930.5,247930.6
6636844,414 West 54th Street,1-01063-7501,1070070,414 West 54th Street,New York,10019,55,50,77.1,81.9,80.1,2082802.9,2214729.8,6.3,119.4,123.5,124.1,3226609.1,3337150.0,594094.9,174119.2,169432.9,174119.2
15568368,AKAM - 130 Bradhurst Avenue,1-02045-7503,1087741,130 Bradhurst Avenue,New York,10039,87,50,58.3,61.1,79.7,11181833.4,11732643.9,4.3,87.7,90.1,120.0,16833647.5,17296854.8,2910127.1,852909.4,833625.5,852909.5
4952565,AKAM - 152 East 94th Street,1-01522-0044,1048402,152 East 94th Street,New York,10128,85,50,49.9,53.9,66.2,7072661.4,7635744.5,3.1,71.4,74.8,94.6,10112285.1,10601168.8,1534851.8,449839.3,432697.5,449839.3
4952381,AKAM - 400 East 54th Street,1-01365-7502,1076281,400 East 54th Street,New York,10022,60,50,76.6,82.6,82.5,18694328.2,20154447.6,4.9,119.8,125.9,129.1,29235003.8,30710837.6,4256706.6,1247569.2,1196201.1,1247569.0
3108513,DEPM 1662 - 120 East End Ave,1-01582-0023,1051245,120 East End Avenue,New York,10028,88,50,72.5,79.0,99.3,16282202.8,17741083.3,4.6,104.0,110.3,142.4,23340669.8,24751094.2,3568203.9,1045780.6,1025449.0,1045781.0
4038877,AKAM - 302 West 86th Street,1-01247-0037,1033921,302 West 86th Street,New York,10024,85,50,49.8,53.6,65.9,4436662.7,4776927.4,3.4,72.7,76.3,96.2,6480690.4,6799983.0,1041254.0,305174.1,298812.4,305174.1
2672569,DEPM 2470 - 230 Central Park South,1-01030-0048,1024921,230 Central Park South,New York,10019,19,50,77.5,82.1,61.8,6678328.9,7071802.9,9.1,135.8,140.6,108.2,11695047.4,12108195.1,2675886.9,784257.5,784257.5,784257.6
9469622,O'brien's: 1321 Oak Point,2027690080,2006846,1321 Oak Point Ave,Bronx,10474,74,50,23.7,26.0,38.8,665515.6,731570.0,1.4,33.0,35.5,54.1,928133.7,997490.9,131052.8,38409.4,38409.4,38409.4
3108512,DEPM 1632 - 733 Park Ave,1-01405-0072,1042760,733 Park Avenue,New York,10021,66,50,70.9,75.2,79.6,8700779.0,9221161.2,8.2,123.9,127.8,139.0,15203335.4,15686824.8,3467152.8,1016164.2,1005628.0,1016164.0
4945408,AKAM - 211 West 61st Street,1-01154-7502,1030329,211 West 61st Street,New York,10023,12,50,124.7,129.4,80.6,14639079.0,15184607.6,22.7,266.2,271.1,171.9,31242935.1,31815740.1,9069658.4,2658164.5,2658164.5,2658165.0
6789371,720 St. Mary's Street,2-02573-0049,2003864,720 St. Mary's St.,Bronx,10454,87,50,73.2,75.7,98.9,3629734.7,3756870.3,3.8,99.8,102.0,134.9,4950928.0,5060781.9,651260.9,190873.6,186914.8,190873.6
2669611,AKAM - 230 Ashland Place,3-02095-7502,3393804,230 Ashland Place,Brooklyn,11217,1,50,207.4,218.0,94.8,26057949.0,27392077.5,8.5,270.2,279.6,123.5,33953707.0,35129310.6,3767348.9,1104146.7,1066425.8,1104147.0
4952835,AKAM - 444 East 75th Street,1-01469-0028,1045901,444 East 75th Street,New York,10021,35,50,103.8,103.5,94.5,14305943.4,14264233.4,5.1,140.1,139.2,127.6,19307831.9,19191043.9,2449480.7,717901.7,705677.2,717901.7
10894162,Progressive - 1279 Sheridan Avenue,2-02457-0050,2002776,1279 Sheridan Avenue,Bronx,10456,86,50,59.3,59.1,79.4,1826845.9,1820597.6,4.9,91.6,91.0,122.6,2821350.0,2803854.5,516092.4,151258.0,149426.7,151258.0
6667524,AKAM - 68 Bradhurst Avenue,1-02045-7501,1087463,68 Bradhurst Avenue,New York,10039,65,50,63.0,64.9,70.1,15277811.2,15727042.0,9.1,122.4,122.8,136.1,29656732.9,29754873.8,7780017.8,2280192.5,2217631.6,2280193.0
5764091,DEPM 1564 - 150 Charles Street,1-00636-7503,1089743,150 Charles Street,New York,10014,25,50,65.4,66.7,55.5,23418050.8,23876365.0,13.2,147.7,149.1,125.4,52879413.1,53360643.1,16165977.0,4737976.3,4737976.3,4737977.0
15568370,AKAM - 2400 Johnson Avenue,2-05716-0362,2083244,2400 Johnson Avenue,Bronx,10463,41,50,99.7,108.6,94.8,14156935.8,15414125.1,4.4,132.4,140.5,125.9,18794208.7,19947884.9,2245386.3,658085.0,630221.6,658085.1
6667521,AKAM - 15 West 72nd Street,1-01125-0024,1028636,15 West 72nd Street,New York,10023,59,50,82.0,82.0,87.1,55286845.6,55283354.1,4.7,114.5,113.9,121.6,77196199.0,76803164.1,10940006.4,3206332.1,3141122.1,3206332.0
2672569,DEPM 2470 - 230 Central Park South,1-01030-0048,1024921,230 Central Park South,New York,10019,19,50,77.5,82.1,61.8,6678328.9,7071802.9,9.1,135.8,140.6,108.2,11695047.4,12108195.1,2675886.9,784257.5,784257.5,784257.6
14243188,Bedessee: 601 Wortman Ave,3045240035,3098934,601 Wortman Ave,Brooklyn,11208,16,50,36.1,35.8,19.6,1639932.7,1627062.4,10.5,101.0,100.2,54.8,4591811.6,4555774.6,1639932.7,480636.7,476864.6,480636.8
15365336,Rocklyn: 14-47 143rd St,4041110088,4098778; 4522318,14-47 143rd St,Queens,11357,100,50,10.6,10.7,42.1,672928.3,679108.6,2.0,23.2,23.1,91.6,1466245.4,1465348.3,436363.9,127890.9,126653.9,127890.9
6278691,Rebekah Rehab - 1070 Havemeyer Ave,2-03827-0201,2026971,1070 Havemeyer Avenue,Bronx,10462,51,50,114.6,118.6,115.5,15006239.1,15541757.6,16.3,220.1,221.7,221.8,28826622.8,29047920.4,7468612.4,2188924.8,2131816.0,2188925.0
10894243,Progressive - 1294 Grant Avenue,2-02816-0001,2007791,1294 Grant Avenue,Bronx,10456,100,50,21.9,21.3,59.9,764491.2,742546.1,4.6,51.4,49.6,140.4,1791142.2,1729695.8,564815.1,165537.8,159106.1,165537.8
3113834,DEPM 2078 - 415 East 52nd St,1-01364-0005,1078256;1078257;1078258,415 East 52nd Street,New York,10022,60,50,71.1,77.4,76.1,32973759.8,35931378.4,3.8,98.0,103.9,104.8,45455492.2,48208113.2,6190311.1,1814276.2,1755177.5,1814276.0
2685921,DEPM 1434 - 245 East 54th St,1-01328-0021,1038575,245 East 54th Street,New York,10022,28,50,105.1,111.4,90.8,35118035.2,37205736.9,7.4,156.7,161.0,135.3,52338259.9,53772020.3,8836755.9,2589904.7,2462903.2,2589905.0
5864830,AKAM - 196 East 75th Street,1-01409-0040,1043090,196 East 75th Street,New York,10021,72,50,65.3,66.9,76.4,10839361.7,11112503.4,6.3,107.4,107.9,125.7,17821918.7,17911492.9,3680336.6,1078644.8,1045614.4,1078645.0
3113838,DEPM 1736 - 169 East 69th St,1-01404-0033,1042497,169 East 69th Street,New York,10021,88,50,42.5,43.8,59.2,11522853.9,11880280.8,3.2,68.3,69.9,95.1,18516608.8,18946189.1,2928111.1,858180.2,858180.2,858180.3
10894223,Progressive - 1280 Sheridan Avenue,2-02453-0055,2002694,1280 Sheridan Avenue,Bronx,10456,65,50,81.4,85.0,90.6,5303677.3,5536898.5,4.5,112.5,116.3,125.2,7327370.9,7572253.1,1004862.7,294508.4,294508.4,294508.4
20408384,Daisy Management : 308 East 38 Street,1009437502,1021916,308 East 38 Street,New York,10016,62,50,63.3,66.4,68.6,6433431.5,6746069.3,7.4,111.7,113.7,121.1,11353088.4,11555612.6,2627420.1,770052.7,748993.4,770052.8
15568433,AKAM - 45 Plaza Street West,3-01064-0021,3024626,45 Plaza Street West,Brooklyn,11217,82,50,68.9,74.4,88.6,3183299.2,3439306.7,3.3,92.4,97.7,118.8,4269088.0,4513062.8,529499.3,155187.4,151028.4,155187.4
4952578,AKAM - 55 East End Avenue,1-01589-0041,1051380,55 East End Avenue,New York,10028,84,50,59.8,65.1,78.2,13398650.5,14586345.8,3.8,86.3,91.2,112.8,19320417.8,20419805.5,3001048.4,879556.9,854821.9,879557.0
3109149,DEPM 1568 - 370 East 76th St,1-01450-0023,1045148,370 East 76th Street,New York,10021,45,50,90.5,94.3,87.7,38081453.5,39704912.7,5.0,124.7,128.8,121.0,52510077.0,54214709.2,7156886.2,2097563.1,2097563.1,2097563.0
4952034,AKAM - 225 Central Park West,1-01196-0029,1031181,225 Central Park West,New York,10024,90,50,53.0,57.4,74.9,13821839.0,14972481.7,5.1,85.1,89.4,120.4,22208284.1,23328534.6,4593323.6,1346226.0,1339365.8,1346226.0
9469622,O'brien's: 1321 Oak Point,2027690080,2006846,1321 Oak Point Ave,Bronx,10474,74,50,23.7,26.0,38.8,665515.6,731570.0,1.4,33.0,35.5,54.1,928133.7,997490.9,131052.8,38409.4,38409.4,38409.4
6667521,AKAM - 15 West 72nd Street,1-01125-0024,1028636,15 West 72nd Street,New York,10023,59,50,82.0,82.0,87.1,55286845.6,55283354.1,4.7,114.5,113.9,121.6,77196199.0,76803164.1,10940006.4,3206332.1,3141122.1,3206332.0
3111540,DEPM 2026 - 444 East 57th St,1-01368-7501,1040475,444 East 57th Street,New York,10022,66,50,70.4,76.5,78.4,6805733.9,7401888.3,3.5,95.6,101.3,106.5,9241786.2,9800197.3,1197580.3,350990.7,339677.5,350990.7
2704793,DEPM 2760 - 555 West 59th St,1-01151-7503,1087704,555 West 59th Street,New York,10019,36,50,77.8,79.2,70.7,20199862.2,20573976.0,11.0,148.0,148.9,134.6,38438022.8,38683013.2,9844667.1,2885306.5,2860548.7,2885307.0
2665352,Stellar - 70 West 93rd Street,1-01206-0001,1031627,70 West 93rd Street,New York,10025,100,50,19.2,19.2,45.5,5022480.9,5022480.9,4.7,48.2,48.2,114.3,12615136.7,12615136.7,4195161.0,1229531.2,1229531.2,1229531.0
4952650,AKAM - 300 West 145th Street,1-02044-7501,1060788,300 West 145th Street,New York,10030,14,50,65.5,66.8,48.6,20248581.8,20643863.9,9.5,126.6,127.0,93.8,39113940.8,39230972.4,10201674.2,2989939.3,2940029.0,2989940.0
4952003,AKAM - 322 West 57th Street,1-01047-7503,1025450,322 West 57th Street,New York,10019,49,50,84.5,87.5,84.1,68830554.3,71274028.6,5.5,122.9,125.0,122.3,100068267.5,101778396.0,15883534.5,4655197.1,4511918.1,4655198.0
4045760,DEPM 1828 - 200 East 62nd Street,1-01416-7501,1043780,200 East 62nd Street,New York,10065,9,50,96.3,93.0,69.7,23397857.9,22595473.9,6.6,152.4,147.7,110.4,37043721.6,35893195.9,5573210.9,1633414.5,1599420.9,1633415.0
10894151,Progressive - 148-19 90th Avenue,4-09681-0091,4617758,148-19 90th Avenue,Queens,11435,87,50,56.7,58.3,77.0,3766345.6,3873492.8,5.4,92.0,93.4,125.1,6117392.8,6209969.5,1235845.7,362205.6,358868.1,362205.6
6690541,Stellar - 1071 St. Nicholas Avenue,1-02122-0116,1062937,1071 St. Nicholas Avenue,New York,10032,17,50,117.9,127.4,93.5,3819533.0,4128403.5,4.9,153.2,163.2,121.4,4962503.1,5286817.2,543996.3,159436.2,159436.2,159436.2
4940505,ZARA - 88-06 Parsons Blvd,4-09762-0028,4208904,88-06 Parsons Boulevard,Jamaica,11432,17,50,99.9,105.7,78.9,5542368.6,5865216.3,3.7,127.1,132.8,100.4,7052657.1,7368652.7,704668.6,206526.5,202675.5,206526.5
2665463,Stellar - 4241-47 Broadway,1-02176-0138,1064282,4241-47 Broadway,New York,10033,16,50,125.3,129.6,96.0,9166526.2,9479681.0,7.7,178.7,182.0,136.9,13070381.6,13313812.8,1968873.8,577043.8,562744.5,577043.9
4949677,AKAM - 7-11 East 13th Street,1-00571-7501,1009403;1083135,7-11 East 13th Street,New York,10003,61,50,67.8,73.8,74.7,5374280.0,5844203.4,6.3,108.8,115.0,119.9,8620407.9,9113827.5,1701379.4,498645.7,498645.7,498645.8
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
5764076,DEPM 1018 - 10 Madison Square West,1-00826-7501,1015602,10 Madison Square West,New York,10010,52,50,44.4,44.4,45.2,15345761.9,15345761.9,13.0,124.1,124.1,126.3,42920113.3,42920113.3,15318321.9,4489542.8,4489542.8,4489543.0
4945653,AKAM - 150 West End Avenue,1-01158-7503,1070703,150 West End Avenue,New York,10023,68,50,60.2,62.7,68.3,30881726.5,32174031.3,5.7,104.0,105.9,118.0,53379189.8,54353437.2,10260916.5,3007302.2,2900775.0,3007303.0
22740717,Main Building,4018330215,4437277,129-02 Northern Blvd,Corona,11368,76,50,23.4,23.0,39.6,1683037.7,1654564.6,6.4,63.7,62.5,108.1,4592805.4,4504128.7,1614637.7,473223.2,463378.9,473223.2
15568371,AKAM - 3750 Hudson Manor Terrace,2-05919-0448,2091925,3750 Hudson Manor Terrace,Bronx,10463,81,50,67.2,71.7,84.9,11016912.1,11751217.6,3.6,92.7,96.6,117.0,15192748.2,15830490.4,2071423.1,607099.3,584778.3,607099.4
20965431,Lalezarian Properties LLC : 155 WEST 21 STREET,1007970007,1090668,155 WEST 21 STREET,NEW YORK,10011,76,50,47.5,46.9,57.4,6512624.2,6432400.3,5.7,85.1,83.4,102.8,11666816.9,11442189.9,2759178.0,808668.7,785156.4,808668.8
2668380,SW - 342 East 67th St,1-01441-0031,1044745,342 East 67th Street,New York,10021,60,50,66.6,70.7,71.6,4223329.0,4482087.5,5.3,102.9,106.0,110.7,6522380.1,6719671.1,1193076.9,349670.8,337209.7,349670.8
4940498,ZARA - 91-60 193 Street,4108200068,4231504,91-60 193 Street,Hollis,11423,56,50,81.0,84.4,84.7,5713252.6,5954240.4,3.8,108.2,111.4,113.2,7632982.5,7857764.7,933752.7,273667.2,268935.2,273667.3
6666495,DEPM 2262 - 22 West 66th Street,1-01118-7502,1028167,22 West 66th Street,New York,10023,32,50,79.7,84.9,70.9,4884879.4,5207422.8,9.9,142.7,148.2,127.0,8748170.8,9086841.4,2068027.1,606104.0,606104.0,606104.1
3111751,DEPM 2292 - 993 Fifth Ave,1-01492-0003,1046609,993 Fifth Avenue,New York,10028,53,50,56.9,61.0,58.2,6161886.5,6596665.6,6.2,102.6,106.7,104.8,11102729.5,11548398.8,2319763.1,679883.6,665757.3,679883.7
2801232,DEPM 1938 - 610 West 110th St,1-01893-7502,1057317,610 West 110th Street,New York,10025,94,50,49.1,48.5,74.6,5088708.0,5032534.4,4.2,76.8,75.0,116.8,7962177.4,7779464.2,1572864.0,460980.0,440258.0,460980.1
3111720,DEPM 3200 - 1 Sutton Place South,1-01372-0002,1040723,1 Sutton Place South,New York,10022,56,50,81.2,86.7,84.5,15692048.7,16769349.7,8.5,136.1,142.0,141.7,26325128.4,27456294.4,5627701.3,1649384.7,1649384.7,1649385.0
20982665,AKAM - 1701 Albemarle Road,3-05097-0120,3117085,1701 Albemarle Road,Brooklyn,11226,74,50,65.9,70.1,78.6,7040939.7,7485556.1,4.2,94.9,98.6,113.1,10136881.9,10528743.9,1567940.1,459536.9,446978.7,459537.0
21294024,AKAM - 61-15 - 61-35 98th Street,4-02093-0001,4431959;4431961;4431962,61-15 - 61-35 98th Street,Queens,11374,100,50,14.1,13.6,39.3,8218051.4,7884628.8,4.0,39.6,38.0,110.1,23010543.8,22076960.5,8218051.4,2408572.8,2310852.2,2408573.0
2790612,The New Yorker,1-01512-7502,1047653,"1474 Third Avenue, 1474-1478 Third Avenue",New York,10028,53,50,83.8,82.8,86.0,5594118.0,5529110.9,6.7,129.8,127.1,133.1,8663361.9,8481421.4,1594021.7,467181.0,448141.8,467181.0
4952003,AKAM - 322 West 57th Street,1-01047-7503,1025450,322 West 57th Street,New York,10019,49,50,84.5,87.5,84.1,68830554.3,71274028.6,5.5,122.9,125.0,122.3,100068267.5,101778396.0,15883534.5,4655197.1,4511918.1,4655198.0
4946232,AKAM - 20 East 35th Street,1-00864-7501,1017114,20 East 35th Street,New York,10016,52,50,71.3,76.6,72.4,15227018.9,16357606.9,5.2,107.2,111.5,108.9,22898810.8,23808452.8,3948823.4,1157333.8,1110863.3,1157334.0
4405691,The Lawrence House,1-00576-0001,1009609,79 West 12th Street,New York,10011,44,50,79.9,85.4,77.1,10478873.4,11192259.8,5.7,118.5,123.4,114.4,15540719.6,16179596.8,2593087.1,759990.3,741538.0,759990.4
2672563,DEPM 1796 - 245 West 107th St,1-01879-0001,1056647,245 West 107th Street,New York,10025,95,50,63.2,67.2,107.3,13199625.8,14043245.7,5.6,100.8,104.1,171.3,21057508.4,21750909.8,4113086.5,1205476.5,1173254.2,1205477.0
10894223,Progressive - 1280 Sheridan Avenue,2-02453-0055,2002694,1280 Sheridan Avenue,Bronx,10456,65,50,81.4,85.0,90.6,5303677.3,5536898.5,4.5,112.5,116.3,125.2,7327370.9,7572253.1,1004862.7,294508.4,294508.4,294508.4
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
20965438,Leiter Management : 552 Prospect Place,3011637501,3029000,552 Prospect Place,Brooklyn,11238,98,50,17.4,17.4,30.6,635594.0,635594.0,4.3,43.9,43.9,77.3,1605538.2,1605538.2,536094.0,157120.1,157120.1,157120.2
5864830,AKAM - 196 East 75th Street,1-01409-0040,1043090,196 East 75th Street,New York,10021,72,50,65.3,66.9,76.4,10839361.7,11112503.4,6.3,107.4,107.9,125.7,17821918.7,17911492.9,3680336.6,1078644.8,1045614.4,1078645.0
6223345,116 West Houston,1/00525/0029,1008256,116 West Houston St.,Manhattan,10012,9,50,117.8,122.4,62.8,3357252.8,3489489.7,18.5,234.4,239.3,124.9,6680930.3,6819779.0,1803322.7,528523.6,528523.6,528523.7
6410228,130-35 Merrick Blvd,4124940008,4442286,130-35 Merrick Blvd,Queens,11434,60,50,232.5,236.0,258.8,7969219.8,8087959.0,54.8,571.5,575.1,636.2,19585390.5,19710066.6,6410119.8,1878698.4,1878698.4,1878699.0
2665906,Stonehenge - 360 East 65th Street,1-01439-0030,1044696,360 East 65th Street,NY,10065,54,50,85.8,90.6,88.1,16178905.4,17084579.4,5.8,126.2,129.9,129.6,23793329.5,24482668.8,3888845.0,1139755.1,1095940.3,1139755.0
11985434,DEPM 2954 - 565 Broome Street,1-00477-7502,1089738,565 Broome Street,New York,10013,16,50,79.2,79.7,62.1,25514946.0,25663731.6,14.3,167.6,168.9,131.4,53983930.0,54400529.7,15538992.4,4554217.6,4597824.2,4554218.0
6410196,2044 Webster Ave,2030290015,2011117,2044 Webster Avenue,Bronx,10457,34,50,254.4,257.7,218.3,16538814.4,16751637.0,56.0,606.3,604.8,520.2,39409748.4,39309770.2,12596567.6,3691842.3,3637673.5,3691843.0
2718562,DEPM 7608 - 37 Riverside Drive,1-01185-0042,1031038,37 Riverside Drive,New York,10023,83,50,66.9,72.6,86.9,5755387.6,6240249.0,3.1,89.4,94.5,116.0,7685347.9,8128263.4,938394.8,275027.7,263942.7,275027.8
15568364,AKAM - 77 West 55th Street,1-01271-7501,1034856,77 West 55th Street,New York,10019,18,50,89.4,89.3,71.6,16087567.4,16069745.3,8.6,154.8,154.0,124.0,27868838.6,27723232.3,5347385.3,1567228.8,1544441.2,1567229.0
4952360,AKAM - 317-321 East 50th Street,1-01343-7501,1039641,317-321 East 50th Street,New York,10022,78,50,71.7,78.2,88.0,7185943.2,7834664.7,3.2,95.1,101.3,116.7,9522777.5,10142348.3,1130021.2,331190.2,320875.9,331190.3
2665733,DEPM 2302 - 215 West 91st St,1-01239-0023,1033584,215 West 91st Street,New York,10024,58,50,74.1,80.3,78.6,11566055.9,12528732.6,6.3,115.9,121.7,122.8,18079516.2,18988570.2,3391518.6,993997.1,976955.3,993997.2
15568357,AKAM - 93 Worth Street,1-00173-7504,1001883,93 Worth Street,New York,10013,40,50,61.9,65.8,58.1,11001288.8,11703719.8,9.0,118.7,122.9,111.5,21117186.8,21854739.4,5466190.6,1602048.6,1602048.6,1602049.0
4403046,Ocean Empire: 75 Ocean Ave,3-05024-0006,3114553,75 Ocean Ave,Brooklyn,11225,94,50,68.6,73.1,105.2,5486801.1,5846608.3,3.6,94.1,97.9,144.4,7529167.3,7835643.0,1010300.7,296102.2,284157.4,296102.2
3119250,AKAM - 1212 Fifth Avenue,1-01607-7502,1051490,1212 Fifth Avenue,New York,10029,98,50,29.9,30.7,53.3,3378562.2,3472517.1,5.9,66.4,67.3,118.4,7510304.4,7608957.0,2264465.2,663676.7,663676.7,663676.8
15568368,AKAM - 130 Bradhurst Avenue,1-02045-7503,1087741,130 Bradhurst Avenue,New York,10039,87,50,58.3,61.1,79.7,11181833.4,11732643.9,4.3,87.7,90.1,120.0,16833647.5,17296854.8,2910127.1,852909.4,833625.5,852909.5
3113834,DEPM 2078 - 415 East 52nd St,1-01364-0005,1078256;1078257;1078258,415 East 52nd Street,New York,10022,60,50,71.1,77.4,76.1,32973759.8,35931378.4,3.8,98.0,103.9,104.8,45455492.2,48208113.2,6190311.1,1814276.2,1755177.5,1814276.0
6675576,Stellar - 220 Fifth Avenue,1-00828-0035,1015650,220 Fifth Avenue,New York,10001,79,50,73.2,80.8,113.8,11054334.8,12203627.2,7.8,121.8,129.5,189.5,18396471.0,19557256.2,4020073.4,1178216.0,1178216.0,1178216.0
15569042,DEPM 1186 - 138 East 50th Street,1-01304-7502,1090524,138 East 50th Street,New York,10022,7,50,68.8,68.8,47.9,17373797.7,17373797.7,17.1,174.2,174.2,121.4,43997394.2,43997394.2,14717089.5,4313331.7,4313331.7,4313332.0
10894158,Progressive - 1055 Findlay Avenue,2-02433-0023,2002218,1055 Findlay Avenue,Bronx,10456,32,50,110.3,109.7,98.2,5348600.2,5316311.5,4.4,143.0,141.1,127.3,6932606.8,6842198.5,752329.5,220495.1,211031.9,220495.2
10894168,Progressive - 757 Bushwick Avenue,3-03231-0001,3073471,757 Bushwick Avenue,Brooklyn,11221,4,50,128.0,138.6,82.6,7327183.0,7938233.9,7.3,178.1,189.3,115.0,10196887.3,10838490.7,1430483.0,419250.5,419250.5,419250.6
6811976,AKAM - 447-453 West 18 Street,1-00716-7503,1087721,447-453 West 18 Street,New York,10011,53,50,55.9,57.7,57.2,3955326.4,4085253.5,9.3,114.2,116.1,117.0,8083733.9,8220157.3,2246080.6,658288.5,658288.5,658288.6
2665600,Stellar - 49-57 Crown St,3-01189-0060,3029715,49-57 Crown Street,Brooklyn,11225,8,50,131.1,138.9,94.1,41967878.2,44462965.4,6.2,176.1,182.8,126.3,56347209.4,58486954.3,7017678.4,2056763.7,1976358.9,2056764.0
6666492,DEPM 1996 - 959 First Avenue,1-01345-7502,1090147,959 First Avenue,New York,10022,74,50,48.6,50.1,58.1,9496288.4,9781344.7,7.5,95.6,97.2,114.2,18670653.8,18969962.9,4971172.0,1456967.0,1456967.0,1456967.0
